isogroup34915	P04919	GO:0016323; GO:0009986; GO:0030863; GO:0009898; GO:0005887; GO:0014704; GO:0016020; GO:0005886; GO:0030018; GO:0003779; GO:0015301; GO:0030506; GO:0015106; GO:0015108; GO:0019899; GO:0030492; GO:0005452; GO:0008022; GO:0042803; GO:0006820; GO:0015701; GO:0007596; GO:0006821; GO:0048821; GO:0006096; GO:0035811; GO:0045852; GO:0017121; GO:0042102; GO:0051259; GO:0072659; GO:0051453; GO:0014823; GO:0046685; GO:0010037; GO:0042542
isogroup10363	P04929	noMatch
isogroup10709	P04929	noMatch
isogroup11259	P04929	noMatch
isogroup12673	P04929	noMatch
isogroup13201	P04929	noMatch
isogroup13671	P04929	noMatch
isogroup13756	P04929	noMatch
isogroup13761	P04929	noMatch
isogroup13929	P04929	noMatch
isogroup14905	P04929	noMatch
isogroup15427	P04929	noMatch
isogroup15531	P04929	noMatch
isogroup18020	P04929	noMatch
isogroup19966	P04929	noMatch
isogroup20521	P04929	noMatch
isogroup21678	P04929	noMatch
isogroup25497	P04929	noMatch
isogroup27105	P04929	noMatch
isogroup32187	P04929	noMatch
isogroup34352	P04929	noMatch
isogroup3604	P04929	noMatch
isogroup38126	P04929	noMatch
isogroup39713	P04929	noMatch
isogroup40349	P04929	noMatch
isogroup9256	P04929	noMatch
isogroup18014	P04930	noMatch
isogroup42516	P04961	GO:0005813; GO:0000785; GO:0000307; GO:0016604; GO:0005652; GO:0043596; GO:0005634; GO:0043626; GO:0070557; GO:0003682; GO:0003684; GO:0032139; GO:0070182; GO:0030337; GO:0030331; GO:0035035; GO:0042802; GO:0032405; GO:0000701; GO:0030971; GO:0006287; GO:0070301; GO:0034644; GO:0071466; GO:0030855; GO:0044849; GO:0007507; GO:0006272; GO:0097421; GO:0006298; GO:1902990; GO:0000122; GO:0032077; GO:0045739; GO:0045740; GO:0031297; GO:0046686; GO:0071548; GO:0032355; GO:1902065; GO:0033993; GO:0006979; GO:0019985
isogroup6974	P05025	GO:0016021; GO:0005886; GO:0005524; GO:0046872; GO:0005391
isogroup5306	P05095	GO:0005884; GO:0005938; GO:0031252; GO:0000331; GO:0005829; GO:0031012; GO:0070685; GO:0045335; GO:0031143; GO:0051015; GO:0005509; GO:0030674; GO:0005200; GO:0051764; GO:0051017; GO:0048870; GO:0009267; GO:0006972; GO:0007275; GO:0006909; GO:0030587
isogroup22705	P05102	GO:0003886; GO:0009307
isogroup21203	P05132	GO:0001669; GO:0005930; GO:0005952; GO:0005813; GO:0097546; GO:0005737; GO:0005829; GO:0043197; GO:0005794; GO:0045171; GO:0016020; GO:0005739; GO:0031594; GO:0043005; GO:0016607; GO:0005654; GO:0031588; GO:0005634; GO:0048471; GO:0005886; GO:0044853; GO:0032991; GO:0036126; GO:0097225; GO:0005524; GO:0004691; GO:0000287; GO:0030145; GO:0019904; GO:0034237; GO:0004672; GO:0019901; GO:0004674; GO:0004712; GO:0044877; GO:0017137; GO:0031625; GO:0071333; GO:0034605; GO:0071374; GO:0001707; GO:0050804; GO:0006397; GO:0051447; GO:1901621; GO:0001843; GO:0018105; GO:0018107; GO:0071158; GO:0008284; GO:0046827; GO:0046777; GO:0010737; GO:0006468; GO:2000810; GO:0043457; GO:0045667; GO:0061136; GO:0070613; GO:0051966; GO:0007165; GO:0048240
isogroup23159	P05143	GO:0005576
isogroup39990	P05496	GO:0016021; GO:0005743; GO:0005753; GO:0000276; GO:0005739; GO:0045263; GO:0008289; GO:0046933; GO:0006754; GO:0015986; GO:0042407; GO:0042776
isogroup12731	P05659	GO:0016459; GO:0051015; GO:0005524; GO:0005516; GO:0003774
isogroup13060	P05659	GO:0016459; GO:0051015; GO:0005524; GO:0005516; GO:0003774
isogroup32932	P05659	GO:0016459; GO:0051015; GO:0005524; GO:0005516; GO:0003774
isogroup35212	P05659	GO:0016459; GO:0051015; GO:0005524; GO:0005516; GO:0003774
isogroup39262	P05659	GO:0016459; GO:0051015; GO:0005524; GO:0005516; GO:0003774
isogroup6173	P05659	GO:0016459; GO:0051015; GO:0005524; GO:0005516; GO:0003774
isogroup6650	P05659	GO:0016459; GO:0051015; GO:0005524; GO:0005516; GO:0003774
isogroup6929	P05659	GO:0016459; GO:0051015; GO:0005524; GO:0005516; GO:0003774
isogroup30488	P05661	GO:0031672; GO:0005703; GO:0030017; GO:0005863; GO:0051015; GO:0030898; GO:0005524; GO:0005516; GO:0003774; GO:0042803; GO:0008307; GO:0007527; GO:0007298; GO:0007427; GO:0060361; GO:0040011; GO:0042692; GO:0006936; GO:0007517; GO:0071689; GO:0030239; GO:0031033; GO:0050821; GO:0043520; GO:0045214; GO:0030241
isogroup31154	P05714	GO:0098993; GO:0005829; GO:0031901; GO:0005768; GO:0070062; GO:0032593; GO:0043231; GO:0016020; GO:0048471; GO:0005886; GO:0098837; GO:0055037; GO:0055038; GO:0001671; GO:0051117; GO:0019003; GO:0005525; GO:0003924; GO:0035255; GO:0019905; GO:0019882; GO:0006886; GO:0032482; GO:0030100
isogroup19300	P05790	noMatch
isogroup29025	P05804	GO:0005829; GO:0004566; GO:0042802; GO:0019391; GO:0051289
isogroup357	P05997	GO:0005581; GO:0005588; GO:0062023; GO:0005788; GO:0031012; GO:0005576; GO:0005615; GO:0005201; GO:0030020; GO:0046872; GO:0046332; GO:0071230; GO:0030199; GO:0030198; GO:0048592; GO:1903225; GO:0030903; GO:0001503; GO:0001501; GO:0043588
isogroup39863	P06105	GO:0000781; GO:0005737; GO:0005783; GO:0005789; GO:0000329; GO:0031965; GO:0042175; GO:0005844; GO:0001965; GO:0003729; GO:0003723; GO:0043577; GO:0030466; GO:0006348; GO:0007059; GO:0008298; GO:0045141; GO:0000750
isogroup42397	P06146	GO:0000786; GO:0005634; GO:0003677; GO:0046982
isogroup35447	P06149	GO:0031234; GO:0005887; GO:0005886; GO:0009055; GO:0071949; GO:0050660; GO:0016901; GO:0048038; GO:0009060; GO:0009061; GO:0019516; GO:0022904; GO:0055085
isogroup39616	P06149	GO:0031234; GO:0005887; GO:0005886; GO:0009055; GO:0071949; GO:0050660; GO:0016901; GO:0048038; GO:0009060; GO:0009061; GO:0019516; GO:0022904; GO:0055085
isogroup38704	P06197	GO:0005783; GO:0005789; GO:0005794; GO:0016021; GO:0005741; GO:0005739; GO:0003881; GO:0006661
isogroup30985	P06565	GO:0005576; GO:0030246; GO:0008810; GO:0030245
isogroup38138	P06566	GO:0005576; GO:0030246; GO:0008810; GO:0030245
isogroup40094	P06682	GO:0005615; GO:0005579; GO:0044218; GO:0005886; GO:0001906; GO:0006957; GO:0006958; GO:0019835; GO:0051260
isogroup12976	P06760	GO:0005764; GO:0004566; GO:0030246; GO:0005102; GO:0019391
isogroup10842	P06766	GO:0005737; GO:0005634; GO:0032991; GO:0005876; GO:0003684; GO:0003677; GO:0003887; GO:0019899; GO:0016829; GO:0046872; GO:0008017; GO:0007568; GO:0006284; GO:0006287; GO:0006974; GO:0006260; GO:0006303; GO:0048872; GO:0071707; GO:0001701; GO:0006954; GO:0008630; GO:0048535; GO:0051402; GO:0006290; GO:0045471; GO:0010332; GO:0055093; GO:0007435; GO:0016446; GO:0048536
isogroup16145	P06787	GO:0005933; GO:0005935; GO:0005934; GO:0005823; GO:0000131; GO:0043332; GO:0005509; GO:0048306; GO:0051019; GO:0019722; GO:0007114; GO:0007010; GO:0006897; GO:0000742; GO:0016237; GO:0006661; GO:0006606; GO:0006898; GO:1903525; GO:0051300; GO:0042144
isogroup34190	P06795	GO:0016324; GO:0000139; GO:0016021; GO:0046581; GO:0005739; GO:0005886; GO:0005524; GO:0016887; GO:0042626; GO:0008559; GO:0099038; GO:0090554; GO:0090555; GO:0014045; GO:0042493; GO:0061843
isogroup37865	P06797	GO:0062023; GO:0005737; GO:0031410; GO:0009897; GO:0005615; GO:0005764; GO:0005902; GO:0043005; GO:0005730; GO:0005634; GO:0043204; GO:0005773; GO:0004177; GO:0016807; GO:0004197; GO:0004175; GO:0042393; GO:0030984; GO:0042277; GO:0044877; GO:0048102; GO:0007154; GO:0009267; GO:0046697; GO:0031069; GO:0008584; GO:0010259; GO:0010839; GO:0021675; GO:0016540; GO:0006508; GO:0051603; GO:0051384; GO:0009749; GO:0034698; GO:0014070; GO:0060008; GO:0007283
isogroup2519	P06867	GO:0005576; GO:0004252; GO:0007596; GO:0042730; GO:0052213; GO:0048771
isogroup18904	P07001	GO:0005887; GO:0005886; GO:0051287; GO:0008750; GO:0046983; GO:0006740; GO:1902600
isogroup39334	P07102	GO:0030288; GO:0008707; GO:0003993; GO:0052745; GO:0008252; GO:0050308; GO:0071454; GO:0016036; GO:0016311; GO:0033518
isogroup10228	P07170	GO:0005737; GO:0005829; GO:0005758; GO:0005739; GO:0004017; GO:0005524; GO:0006172; GO:0046033; GO:0046034; GO:0006270; GO:0009117
isogroup15094	P07207	GO:0005912; GO:0009986; GO:1990433; GO:0005737; GO:0005829; GO:0005769; GO:0030139; GO:0005788; GO:0005768; GO:0005796; GO:0016021; GO:0005887; GO:0005770; GO:0005654; GO:0005634; GO:0005886; GO:0032991; GO:0035003; GO:0005915; GO:0005509; GO:0003682; GO:0004888; GO:0007015; GO:0009952; GO:0008356; GO:0007411; GO:0007298; GO:0043697; GO:0030154; GO:0001708; GO:0022416; GO:0008407; GO:0060289; GO:0042676; GO:0048749; GO:0001745; GO:0046667; GO:0042688; GO:0002213; GO:0008340; GO:0046843; GO:0007391; GO:0009950; GO:0007451; GO:0007450; GO:0007398; GO:0035165; GO:0035162; GO:0061331; GO:0035153; GO:0042067; GO:0035214; GO:0007455; GO:0036099; GO:0007440; GO:0060288; GO:0030718; GO:0060250; GO:0007293; GO:0030708; GO:0010001; GO:0007403; GO:0008347; GO:0035172; GO:0007446; GO:0007447; GO:0016348; GO:0036011; GO:0048803; GO:0008587; GO:0007476; GO:0007474; GO:0036335; GO:0035171; GO:0035167; GO:0046331; GO:0007478; GO:0007616; GO:0048542; GO:0061382; GO:0007498; GO:0060571; GO:0016333; GO:0008045; GO:0046716; GO:0007521; GO:2000048; GO:0045316; GO:0010629; GO:0046329; GO:0035204; GO:0050768; GO:0050877; GO:0014019; GO:0007400; GO:0007405; GO:0048664; GO:0048665; GO:0097150; GO:0007219; GO:0007314; GO:0030720; GO:0048477; GO:0030707; GO:0007297; GO:0030713; GO:0007422; GO:0008284; GO:0042691; GO:1900087; GO:0010628; GO:0002052; GO:0043525; GO:0045944; GO:0045893; GO:0048052; GO:0007464; GO:0045466; GO:0042686; GO:0045595; GO:0042689; GO:0051489; GO:0006110; GO:0040008; GO:0007346; GO:1902692; GO:0050767; GO:2000035; GO:0009608; GO:0046666; GO:0016330; GO:0007423; GO:0016360; GO:0007519; GO:0048863; GO:0007419; GO:0048190; GO:0035222; GO:0007473
isogroup150941	P07207	GO:0005912; GO:0009986; GO:1990433; GO:0005737; GO:0005829; GO:0005769; GO:0030139; GO:0005788; GO:0005768; GO:0005796; GO:0016021; GO:0005887; GO:0005770; GO:0005654; GO:0005634; GO:0005886; GO:0032991; GO:0035003; GO:0005915; GO:0005509; GO:0003682; GO:0004888; GO:0007015; GO:0009952; GO:0008356; GO:0007411; GO:0007298; GO:0043697; GO:0030154; GO:0001708; GO:0022416; GO:0008407; GO:0060289; GO:0042676; GO:0048749; GO:0001745; GO:0046667; GO:0042688; GO:0002213; GO:0008340; GO:0046843; GO:0007391; GO:0009950; GO:0007451; GO:0007450; GO:0007398; GO:0035165; GO:0035162; GO:0061331; GO:0035153; GO:0042067; GO:0035214; GO:0007455; GO:0036099; GO:0007440; GO:0060288; GO:0030718; GO:0060250; GO:0007293; GO:0030708; GO:0010001; GO:0007403; GO:0008347; GO:0035172; GO:0007446; GO:0007447; GO:0016348; GO:0036011; GO:0048803; GO:0008587; GO:0007476; GO:0007474; GO:0036335; GO:0035171; GO:0035167; GO:0046331; GO:0007478; GO:0007616; GO:0048542; GO:0061382; GO:0007498; GO:0060571; GO:0016333; GO:0008045; GO:0046716; GO:0007521; GO:2000048; GO:0045316; GO:0010629; GO:0046329; GO:0035204; GO:0050768; GO:0050877; GO:0014019; GO:0007400; GO:0007405; GO:0048664; GO:0048665; GO:0097150; GO:0007219; GO:0007314; GO:0030720; GO:0048477; GO:0030707; GO:0007297; GO:0030713; GO:0007422; GO:0008284; GO:0042691; GO:1900087; GO:0010628; GO:0002052; GO:0043525; GO:0045944; GO:0045893; GO:0048052; GO:0007464; GO:0045466; GO:0042686; GO:0045595; GO:0042689; GO:0051489; GO:0006110; GO:0040008; GO:0007346; GO:1902692; GO:0050767; GO:2000035; GO:0009608; GO:0046666; GO:0016330; GO:0007423; GO:0016360; GO:0007519; GO:0048863; GO:0007419; GO:0048190; GO:0035222; GO:0007473
isogroup150942	P07207	GO:0005912; GO:0009986; GO:1990433; GO:0005737; GO:0005829; GO:0005769; GO:0030139; GO:0005788; GO:0005768; GO:0005796; GO:0016021; GO:0005887; GO:0005770; GO:0005654; GO:0005634; GO:0005886; GO:0032991; GO:0035003; GO:0005915; GO:0005509; GO:0003682; GO:0004888; GO:0007015; GO:0009952; GO:0008356; GO:0007411; GO:0007298; GO:0043697; GO:0030154; GO:0001708; GO:0022416; GO:0008407; GO:0060289; GO:0042676; GO:0048749; GO:0001745; GO:0046667; GO:0042688; GO:0002213; GO:0008340; GO:0046843; GO:0007391; GO:0009950; GO:0007451; GO:0007450; GO:0007398; GO:0035165; GO:0035162; GO:0061331; GO:0035153; GO:0042067; GO:0035214; GO:0007455; GO:0036099; GO:0007440; GO:0060288; GO:0030718; GO:0060250; GO:0007293; GO:0030708; GO:0010001; GO:0007403; GO:0008347; GO:0035172; GO:0007446; GO:0007447; GO:0016348; GO:0036011; GO:0048803; GO:0008587; GO:0007476; GO:0007474; GO:0036335; GO:0035171; GO:0035167; GO:0046331; GO:0007478; GO:0007616; GO:0048542; GO:0061382; GO:0007498; GO:0060571; GO:0016333; GO:0008045; GO:0046716; GO:0007521; GO:2000048; GO:0045316; GO:0010629; GO:0046329; GO:0035204; GO:0050768; GO:0050877; GO:0014019; GO:0007400; GO:0007405; GO:0048664; GO:0048665; GO:0097150; GO:0007219; GO:0007314; GO:0030720; GO:0048477; GO:0030707; GO:0007297; GO:0030713; GO:0007422; GO:0008284; GO:0042691; GO:1900087; GO:0010628; GO:0002052; GO:0043525; GO:0045944; GO:0045893; GO:0048052; GO:0007464; GO:0045466; GO:0042686; GO:0045595; GO:0042689; GO:0051489; GO:0006110; GO:0040008; GO:0007346; GO:1902692; GO:0050767; GO:2000035; GO:0009608; GO:0046666; GO:0016330; GO:0007423; GO:0016360; GO:0007519; GO:0048863; GO:0007419; GO:0048190; GO:0035222; GO:0007473
isogroup150944	P07207	GO:0005912; GO:0009986; GO:1990433; GO:0005737; GO:0005829; GO:0005769; GO:0030139; GO:0005788; GO:0005768; GO:0005796; GO:0016021; GO:0005887; GO:0005770; GO:0005654; GO:0005634; GO:0005886; GO:0032991; GO:0035003; GO:0005915; GO:0005509; GO:0003682; GO:0004888; GO:0007015; GO:0009952; GO:0008356; GO:0007411; GO:0007298; GO:0043697; GO:0030154; GO:0001708; GO:0022416; GO:0008407; GO:0060289; GO:0042676; GO:0048749; GO:0001745; GO:0046667; GO:0042688; GO:0002213; GO:0008340; GO:0046843; GO:0007391; GO:0009950; GO:0007451; GO:0007450; GO:0007398; GO:0035165; GO:0035162; GO:0061331; GO:0035153; GO:0042067; GO:0035214; GO:0007455; GO:0036099; GO:0007440; GO:0060288; GO:0030718; GO:0060250; GO:0007293; GO:0030708; GO:0010001; GO:0007403; GO:0008347; GO:0035172; GO:0007446; GO:0007447; GO:0016348; GO:0036011; GO:0048803; GO:0008587; GO:0007476; GO:0007474; GO:0036335; GO:0035171; GO:0035167; GO:0046331; GO:0007478; GO:0007616; GO:0048542; GO:0061382; GO:0007498; GO:0060571; GO:0016333; GO:0008045; GO:0046716; GO:0007521; GO:2000048; GO:0045316; GO:0010629; GO:0046329; GO:0035204; GO:0050768; GO:0050877; GO:0014019; GO:0007400; GO:0007405; GO:0048664; GO:0048665; GO:0097150; GO:0007219; GO:0007314; GO:0030720; GO:0048477; GO:0030707; GO:0007297; GO:0030713; GO:0007422; GO:0008284; GO:0042691; GO:1900087; GO:0010628; GO:0002052; GO:0043525; GO:0045944; GO:0045893; GO:0048052; GO:0007464; GO:0045466; GO:0042686; GO:0045595; GO:0042689; GO:0051489; GO:0006110; GO:0040008; GO:0007346; GO:1902692; GO:0050767; GO:2000035; GO:0009608; GO:0046666; GO:0016330; GO:0007423; GO:0016360; GO:0007519; GO:0048863; GO:0007419; GO:0048190; GO:0035222; GO:0007473
isogroup150945	P07207	GO:0005912; GO:0009986; GO:1990433; GO:0005737; GO:0005829; GO:0005769; GO:0030139; GO:0005788; GO:0005768; GO:0005796; GO:0016021; GO:0005887; GO:0005770; GO:0005654; GO:0005634; GO:0005886; GO:0032991; GO:0035003; GO:0005915; GO:0005509; GO:0003682; GO:0004888; GO:0007015; GO:0009952; GO:0008356; GO:0007411; GO:0007298; GO:0043697; GO:0030154; GO:0001708; GO:0022416; GO:0008407; GO:0060289; GO:0042676; GO:0048749; GO:0001745; GO:0046667; GO:0042688; GO:0002213; GO:0008340; GO:0046843; GO:0007391; GO:0009950; GO:0007451; GO:0007450; GO:0007398; GO:0035165; GO:0035162; GO:0061331; GO:0035153; GO:0042067; GO:0035214; GO:0007455; GO:0036099; GO:0007440; GO:0060288; GO:0030718; GO:0060250; GO:0007293; GO:0030708; GO:0010001; GO:0007403; GO:0008347; GO:0035172; GO:0007446; GO:0007447; GO:0016348; GO:0036011; GO:0048803; GO:0008587; GO:0007476; GO:0007474; GO:0036335; GO:0035171; GO:0035167; GO:0046331; GO:0007478; GO:0007616; GO:0048542; GO:0061382; GO:0007498; GO:0060571; GO:0016333; GO:0008045; GO:0046716; GO:0007521; GO:2000048; GO:0045316; GO:0010629; GO:0046329; GO:0035204; GO:0050768; GO:0050877; GO:0014019; GO:0007400; GO:0007405; GO:0048664; GO:0048665; GO:0097150; GO:0007219; GO:0007314; GO:0030720; GO:0048477; GO:0030707; GO:0007297; GO:0030713; GO:0007422; GO:0008284; GO:0042691; GO:1900087; GO:0010628; GO:0002052; GO:0043525; GO:0045944; GO:0045893; GO:0048052; GO:0007464; GO:0045466; GO:0042686; GO:0045595; GO:0042689; GO:0051489; GO:0006110; GO:0040008; GO:0007346; GO:1902692; GO:0050767; GO:2000035; GO:0009608; GO:0046666; GO:0016330; GO:0007423; GO:0016360; GO:0007519; GO:0048863; GO:0007419; GO:0048190; GO:0035222; GO:0007473
isogroup150946	P07207	GO:0005912; GO:0009986; GO:1990433; GO:0005737; GO:0005829; GO:0005769; GO:0030139; GO:0005788; GO:0005768; GO:0005796; GO:0016021; GO:0005887; GO:0005770; GO:0005654; GO:0005634; GO:0005886; GO:0032991; GO:0035003; GO:0005915; GO:0005509; GO:0003682; GO:0004888; GO:0007015; GO:0009952; GO:0008356; GO:0007411; GO:0007298; GO:0043697; GO:0030154; GO:0001708; GO:0022416; GO:0008407; GO:0060289; GO:0042676; GO:0048749; GO:0001745; GO:0046667; GO:0042688; GO:0002213; GO:0008340; GO:0046843; GO:0007391; GO:0009950; GO:0007451; GO:0007450; GO:0007398; GO:0035165; GO:0035162; GO:0061331; GO:0035153; GO:0042067; GO:0035214; GO:0007455; GO:0036099; GO:0007440; GO:0060288; GO:0030718; GO:0060250; GO:0007293; GO:0030708; GO:0010001; GO:0007403; GO:0008347; GO:0035172; GO:0007446; GO:0007447; GO:0016348; GO:0036011; GO:0048803; GO:0008587; GO:0007476; GO:0007474; GO:0036335; GO:0035171; GO:0035167; GO:0046331; GO:0007478; GO:0007616; GO:0048542; GO:0061382; GO:0007498; GO:0060571; GO:0016333; GO:0008045; GO:0046716; GO:0007521; GO:2000048; GO:0045316; GO:0010629; GO:0046329; GO:0035204; GO:0050768; GO:0050877; GO:0014019; GO:0007400; GO:0007405; GO:0048664; GO:0048665; GO:0097150; GO:0007219; GO:0007314; GO:0030720; GO:0048477; GO:0030707; GO:0007297; GO:0030713; GO:0007422; GO:0008284; GO:0042691; GO:1900087; GO:0010628; GO:0002052; GO:0043525; GO:0045944; GO:0045893; GO:0048052; GO:0007464; GO:0045466; GO:0042686; GO:0045595; GO:0042689; GO:0051489; GO:0006110; GO:0040008; GO:0007346; GO:1902692; GO:0050767; GO:2000035; GO:0009608; GO:0046666; GO:0016330; GO:0007423; GO:0016360; GO:0007519; GO:0048863; GO:0007419; GO:0048190; GO:0035222; GO:0007473
isogroup14724	P07260	GO:0005737; GO:0010494; GO:0016281; GO:0005634; GO:0005840; GO:0098808; GO:0032266; GO:0000340; GO:0003743; GO:0000184; GO:0051726; GO:0006413
isogroup31283	P07260	GO:0005737; GO:0010494; GO:0016281; GO:0005634; GO:0005840; GO:0098808; GO:0032266; GO:0000340; GO:0003743; GO:0000184; GO:0051726; GO:0006413
isogroup35897	P07260	GO:0005737; GO:0010494; GO:0016281; GO:0005634; GO:0005840; GO:0098808; GO:0032266; GO:0000340; GO:0003743; GO:0000184; GO:0051726; GO:0006413
isogroup36666	P07260	GO:0005737; GO:0010494; GO:0016281; GO:0005634; GO:0005840; GO:0098808; GO:0032266; GO:0000340; GO:0003743; GO:0000184; GO:0051726; GO:0006413
isogroup31978	P07278	GO:0005952; GO:0005737; GO:0005829; GO:0000790; GO:0005634; GO:0005886; GO:0047555; GO:0030552; GO:0004862; GO:0008603; GO:0042802; GO:0019934; GO:0046580; GO:0045762; GO:0061406; GO:0036278; GO:0097271; GO:0010603
isogroup23957	P07293	GO:0005887; GO:1990454; GO:0030315; GO:0005516; GO:0044325; GO:0046872; GO:0005245; GO:0070588; GO:0071313; GO:0060314
isogroup31808	P07334	GO:0110115; GO:0032153; GO:0005737; GO:0005829; GO:0071341; GO:0005634; GO:0005524; GO:0004672; GO:0004674; GO:0004712; GO:0007049; GO:0051301; GO:0071470; GO:0035556; GO:0010971; GO:0006468; GO:0010389; GO:0023052
isogroup21036	P07346	GO:0008797; GO:0006531; GO:0006099
isogroup12209	P07359	GO:0031362; GO:0009986; GO:0070062; GO:0031012; GO:0005615; GO:0005887; GO:0016020; GO:0005886; GO:0015057; GO:0007596; GO:0007597; GO:0007155; GO:0000902; GO:0007166; GO:0042730; GO:0030168; GO:0070527; GO:0030193; GO:0045652
isogroup5412	P07519	GO:0005576; GO:0005777; GO:0004185
isogroup9329	P07519	GO:0005576; GO:0005777; GO:0004185
isogroup14915	P07524	GO:0046872; GO:0004503; GO:0042438
isogroup4217	P07560	GO:0005935; GO:0005783; GO:0005768; GO:0000131; GO:0043332; GO:0005741; GO:0005739; GO:0005886; GO:0030133; GO:0030658; GO:0031982; GO:0005525; GO:0003924; GO:0031321; GO:0006914; GO:0006887; GO:0006893; GO:0006886; GO:0007107; GO:0072659; GO:0009306; GO:0032482; GO:0017157; GO:0006904; GO:0006906
isogroup13399	P07683	GO:0004339; GO:0000272
isogroup29452	P07727	GO:0044305; GO:0030054; GO:0034707; GO:0030425; GO:0005783; GO:0009897; GO:0098690; GO:0060077; GO:0005887; GO:0099060; GO:0099056; GO:0043231; GO:0016020; GO:0043005; GO:0043025; GO:0043204; GO:0045211; GO:0045202; GO:0016934; GO:0016933; GO:0016594; GO:0030977; GO:0004888; GO:1904315; GO:0008270; GO:0007340; GO:0001508; GO:0007628; GO:0006820; GO:0071230; GO:0071361; GO:0071294; GO:0007268; GO:1902476; GO:0006821; GO:0060080; GO:0034220; GO:0006811; GO:0006936; GO:0051970; GO:0050877; GO:0050884; GO:0007218; GO:2000344; GO:0051291; GO:0051260; GO:0042391; GO:0002087; GO:0097305; GO:0043200; GO:0060013; GO:0007165; GO:0001964; GO:0060012; GO:0007601
isogroup16910	P07742	GO:0042995; GO:0005737; GO:0005829; GO:0043025; GO:0005635; GO:0005971; GO:0005524; GO:0097718; GO:0042802; GO:0017076; GO:0004748; GO:0021846; GO:0009263; GO:0006260; GO:0008584; GO:0000278; GO:0051259; GO:0051290; GO:0006206; GO:0010212; GO:0060041
isogroup15300	P07814	GO:0017101; GO:0005737; GO:0005829; GO:0097452; GO:0016020; GO:0005886; GO:1990904; GO:0005524; GO:0004818; GO:0051020; GO:0042802; GO:0004827; GO:0042803; GO:0035613; GO:0008270; GO:0032869; GO:0071346; GO:0006424; GO:0044539; GO:0017148; GO:0006433; GO:0065003; GO:0140212; GO:0006418
isogroup19696	P07829	GO:0015629; GO:0005938; GO:0031252; GO:0060187; GO:0030864; GO:0032009; GO:0061836; GO:0030027; GO:0001891; GO:0045335; GO:0032010; GO:0005524; GO:0017022; GO:0005200; GO:0000902; GO:0006909; GO:0051591
isogroup21104	P07850	GO:0005758; GO:0005739; GO:0020037; GO:0030151; GO:0043546; GO:0008482; GO:0042128; GO:0006790
isogroup40712	P07850	GO:0005758; GO:0005739; GO:0020037; GO:0030151; GO:0043546; GO:0008482; GO:0042128; GO:0006790
isogroup27203	P07882	GO:0009986; GO:0005737; GO:0005829; GO:0005615; GO:0005794; GO:0005887; GO:0043231; GO:0045121; GO:0098793; GO:0032991; GO:0005791; GO:0045202; GO:0042588; GO:0052689; GO:0043208; GO:0004622; GO:0042043; GO:0044877; GO:0050253; GO:0038023; GO:0004771; GO:0004806; GO:0016042; GO:0050804; GO:0007158; GO:0097104; GO:0097105; GO:0048488
isogroup36053	P07934	GO:0005964; GO:0005524; GO:0005516; GO:0004683; GO:0019899; GO:0004689; GO:0050321; GO:0005978; GO:0005977; GO:0006468
isogroup37508	P07980	GO:0042972; GO:0005975
isogroup20278	P07983	GO:0008810; GO:0030248; GO:0030245
isogroup31023	P07992	GO:0005829; GO:0070522; GO:0000784; GO:0005654; GO:0000109; GO:0000110; GO:0005669; GO:0003684; GO:0008022; GO:0019904; GO:0003697; GO:0000014; GO:0001094; GO:0008283; GO:0006310; GO:0006281; GO:0006303; GO:0048568; GO:0070911; GO:0036297; GO:0045190; GO:0008584; GO:0000710; GO:0006312; GO:0010259; GO:0035264; GO:1905765; GO:0032205; GO:0006289; GO:0033683; GO:0006295; GO:0006296; GO:0006293; GO:0048477; GO:1904431; GO:0035166; GO:0000720; GO:0001302; GO:0046686; GO:0035902; GO:0007584; GO:0006979; GO:0009744; GO:0010165; GO:0007283; GO:0006949; GO:0090656; GO:0061819; GO:0006283; GO:0009650; GO:0070914
isogroup38068	P08010	GO:0005829; GO:0005886; GO:0032991; GO:0043295; GO:0004364; GO:0042803; GO:0007568; GO:0006749; GO:1902168; GO:0033595; GO:0010038; GO:0014070; GO:0007608; GO:0042178; GO:0006805
isogroup39633	P08053	GO:0016459; GO:0005509
isogroup18452	P08096	GO:0034506; GO:0000790; GO:0005634; GO:0035327; GO:0005524; GO:0003677; GO:0061505; GO:0003918; GO:0046872; GO:0006325; GO:0006265; GO:0007076; GO:0044774; GO:0000070; GO:0051306; GO:0000712; GO:0000819
isogroup38234	P08096	GO:0034506; GO:0000790; GO:0005634; GO:0035327; GO:0005524; GO:0003677; GO:0061505; GO:0003918; GO:0046872; GO:0006325; GO:0006265; GO:0007076; GO:0044774; GO:0000070; GO:0051306; GO:0000712; GO:0000819
isogroup1934	P08104	GO:0030424; GO:0043025; GO:0005886; GO:0001518; GO:0005516; GO:0031402; GO:0005244; GO:0005248; GO:0071236; GO:0086010; GO:0007399; GO:0019228; GO:0034765; GO:0046684; GO:0009611; GO:0019233; GO:0035725
isogroup24482	P08104	GO:0030424; GO:0043025; GO:0005886; GO:0001518; GO:0005516; GO:0031402; GO:0005244; GO:0005248; GO:0071236; GO:0086010; GO:0007399; GO:0019228; GO:0034765; GO:0046684; GO:0009611; GO:0019233; GO:0035725
